timestamp,signal,entry,exit,pnl,equity,w1,w2,w3
2026-05-03 22:46:16,1,78804.66,78812.15,-0.0015247742963429645,0.9630497758787083,0.2675,0.2675,0.465
2026-05-03 22:47:16,1,78812.15,78764.53,-0.0050211077860453845,0.958028668092663,0.2553,0.2553,0.4895
2026-05-03 22:48:18,-1,78764.53,78764.54,-0.0020006348035083027,0.9560280332891546,0.2404,0.2404,0.5192
2026-05-03 22:49:19,-1,78764.54,78777.69,-0.00283476650787326,0.9531932667812814,0.2223,0.2223,0.5555
2026-05-03 22:50:19,-1,78777.69,78786.32,-0.0025477439107445686,0.9506455228705368,0.1999,0.1999,0.6001
2026-05-03 22:51:20,-1,78786.32,78786.31,-0.001999365372058924,0.9486461574984779,0.1726,0.1726,0.6548
2026-05-03 22:52:20,1,78786.31,78791.09,-0.0016966478059450407,0.9469495096925329,0.1393,0.1393,0.7213
2026-05-03 22:53:21,1,78791.09,78796.86,-0.001633841846838007,0.9453156678456949,0.0989,0.0989,0.8022
2026-05-03 22:54:21,1,78796.86,78796.86,-0.002,0.9433156678456949,0.0491,0.0491,0.9018
2026-05-03 22:55:22,1,78796.86,78773.2,-0.0035013288600588585,0.939814338985636,-0.0114,-0.0114,0.9773
2026-05-03 22:56:22,-1,78773.2,78778.32,-0.0023249836238727066,0.9374893553617634,-0.0673,-0.0673,0.8655
2026-05-03 22:57:23,-1,78778.32,78797.66,-0.003227495077325621,0.9342618602844377,-0.1201,-0.1201,0.7599
2026-05-03 22:58:23,1,78797.67,78793.4,-0.0022709470978015006,0.9319909131866362,-0.1699,-0.1699,0.6603
2026-05-03 22:59:24,-1,78793.4,78786.38,-0.0015545312170822986,0.9304363819695539,-0.2169,-0.2169,0.5663
2026-05-03 23:00:24,-1,78786.38,78778.49,-0.0014992789362831866,0.9289371030332707,-0.2612,-0.2612,0.4776
2026-05-03 23:01:27,-1,78778.49,78783.57,-0.0023224230370499453,0.9266146799962207,-0.303,-0.303,0.394
2026-05-03 23:02:29,1,78794.47,78786.6,-0.002499400528996219,0.9241152794672245,-0.3425,-0.3425,0.3151
2026-05-03 23:03:34,-1,78784.0,78783.23,-0.0019511322095854442,0.9221641472576391,-0.3797,-0.3797,0.2406
2026-05-03 23:05:00,-1,78783.22,78740.01,0.0007423352333153178,0.9229064824909544,-0.4135,-0.4135,0.173
2026-05-03 23:06:36,1,78735.19,78739.17,-0.0017472540550168276,0.9211592284359376,-0.4457,-0.4457,0.1087
2026-05-03 23:08:09,-1,78757.05,78739.12,-0.0008616892075053876,0.9202975392284322,-0.4756,-0.4756,0.0488
2026-05-03 23:09:35,-1,78739.11,78739.12,-0.002000635008447185,0.918296904219985,-0.4958,-0.4958,-0.0084
2026-05-03 23:10:45,-1,78739.11,78739.12,-0.002000635008447185,0.9162962692115378,-0.4716,-0.4716,-0.0568
2026-05-03 23:11:51,1,78739.12,78774.0,0.0002149091836436993,0.9165111783951816,-0.452,-0.452,-0.096
2026-05-03 23:13:54,1,78757.21,78755.98,-0.0020780880886975602,0.914433090306484,-0.435,-0.435,-0.1299
2026-05-03 23:17:16,-1,78741.0,78741.01,-0.00200063499320524,0.9124324553132788,-0.4204,-0.4204,-0.1593
2026-05-03 23:18:16,-1,78741.0,78758.93,-0.003138542817591408,0.9092939124956874,-0.4077,-0.4077,-0.1846
2026-05-03 23:20:37,-1,78789.57,78789.57,-0.002,0.9072939124956874,-0.3968,-0.3968,-0.2064
2026-05-03 23:21:38,-1,78789.57,78789.57,-0.002,0.9052939124956874,-0.3874,-0.3874,-0.2252
2026-05-03 23:23:01,1,78789.57,78789.56,-0.0020006346017632354,0.9032932778939241,-0.3793,-0.3793,-0.2413
2026-05-03 23:24:03,1,78789.57,78789.56,-0.0020006346017632354,0.9012926432921609,-0.3724,-0.3724,-0.2552
2026-05-03 23:26:03,1,78967.81,78897.08,-0.006478407087647227,0.8948142362045136,-0.367,-0.367,-0.2659
2026-05-03 23:27:40,1,78894.03,78886.93,-0.0024499706758550565,0.8923642655286586,-0.3623,-0.3623,-0.2753
2026-05-03 23:29:26,-1,78902.24,78887.17,-0.0010450207750751445,0.8913192447535834,-0.3583,-0.3583,-0.2834
2026-05-03 23:31:15,-1,78922.79,78938.65,-0.0030047794813133563,0.88831446527227,-0.3548,-0.3548,-0.2903
2026-05-03 23:34:21,-1,78902.24,78919.61,-0.0031007292061667286,0.8852137360661032,-0.3518,-0.3518,-0.2964
2026-05-03 23:35:45,-1,78919.6,79031.8,-0.009108500296504105,0.8761052357695991,-0.3496,-0.3496,-0.3009
2026-05-03 23:45:14,1,79011.76,79003.18,-0.0025429571496699823,0.8735622786199291,-0.3476,-0.3476,-0.3048
2026-05-03 23:48:08,1,78964.78,78950.0,-0.002935860265804504,0.8706264183541246,-0.3458,-0.3458,-0.3083
2026-05-03 23:54:08,1,78887.48,78891.6,-0.0017388685758494317,0.8688875497782751,-0.3443,-0.3443,-0.3114
2026-05-03 23:56:46,1,78870.15,78895.0,-0.00042462579315458247,0.8684629239851205,-0.343,-0.343,-0.3141
2026-05-03 23:58:19,1,78900.01,78895.83,-0.002264892235120947,0.8661980317499995,-0.3418,-0.3418,-0.3164
2026-05-04 00:05:05,1,78888.0,78882.02,-0.0023790183551361376,0.8638190133948634,-0.3407,-0.3407,-0.3185
2026-05-04 00:07:24,1,78919.71,78960.0,0.0005525942758782053,0.8643716076707416,-0.3399,-0.3399,-0.3203
2026-05-04 00:10:02,1,78980.01,78980.01,-0.002,0.8623716076707416,-0.3391,-0.3391,-0.3219
2026-05-04 00:13:17,1,79038.69,79019.19,-0.003233573076679282,0.8591380345940623,-0.3384,-0.3384,-0.3232
2026-05-04 00:14:50,1,79018.76,79011.12,-0.002483429504588494,0.8566546050894739,-0.3378,-0.3378,-0.3245
2026-05-04 00:16:57,1,79008.39,79008.38,-0.0020006328441824193,0.8546539722452915,-0.3372,-0.3372,-0.3256
2026-05-04 00:18:55,1,78974.42,78974.42,-0.002,0.8526539722452915,-0.3367,-0.3367,-0.3265
2026-05-04 00:20:01,1,78974.42,78973.33,-0.002069009686933852,0.8505849625583577,-0.3363,-0.3363,-0.3274
2026-05-04 00:21:44,1,78973.34,78967.65,-0.002360248154630558,0.8482247144037272,-0.3359,-0.3359,-0.3281
2026-05-04 00:23:16,1,78967.65,78967.65,-0.002,0.8462247144037272,-0.3356,-0.3356,-0.3288
2026-05-04 00:24:41,1,78967.65,78966.15,-0.002094975600768163,0.8441297388029589,-0.3353,-0.3353,-0.3293
2026-05-04 00:26:49,1,78928.8,78919.44,-0.0025929394593608786,0.841536799343598,-0.3351,-0.3351,-0.3298
2026-05-04 00:28:38,1,78919.45,78919.44,-0.0020006335573800097,0.839536165786218,-0.3349,-0.3349,-0.3303
2026-05-04 00:32:38,1,78917.43,78911.12,-0.0023997849397780486,0.83713638084644,-0.3347,-0.3347,-0.3307
2026-05-04 00:34:42,1,78922.0,78919.15,-0.002180558019310574,0.8349558228271294,-0.3345,-0.3345,-0.331
2026-05-04 00:36:33,1,78911.08,78903.48,-0.002481554681548258,0.8324742681455812,-0.3343,-0.3343,-0.3313
2026-05-04 00:40:33,1,78870.0,78870.0,-0.002,0.8304742681455812,-0.3342,-0.3342,-0.3316
2026-05-04 00:41:34,1,78870.0,78863.19,-0.002431723088626707,0.8280425450569545,-0.3341,-0.3341,-0.3318
2026-05-04 00:45:05,-1,78734.66,78690.44,0.0008081660605380884,0.8288507111174926,-0.334,-0.334,-0.332
2026-05-04 00:49:18,1,78737.54,78703.53,-0.004159706792972879,0.8246910043245198,-0.3339,-0.3339,-0.3322
2026-05-04 00:53:09,1,78681.5,78724.99,0.0007636737987967461,0.8254546781233165,-0.3338,-0.3338,-0.3323
2026-05-04 01:10:01,1,78939.71,78954.01,-0.0010942454691062105,0.8243604326542103,-0.3338,-0.3338,-0.3324
2026-05-04 01:13:27,1,79144.99,79159.35,-0.0010928042318281562,0.8232676284223822,-0.3337,-0.3337,-0.3326
2026-05-04 01:15:33,1,79320.34,79345.85,-0.00039196352410937,0.8228756648982728,-0.3337,-0.3337,-0.3326
2026-05-04 01:18:17,-1,79125.01,79138.23,-0.0028353869402355314,0.8200402779580372,-0.3336,-0.3336,-0.3327
2026-05-04 01:19:23,-1,79128.45,79195.21,-0.006218457457463739,0.8138218205005735,-0.3336,-0.3336,-0.3328
2026-05-04 01:26:02,1,79012.02,79004.99,-0.002444869021194423,0.811376951479379,-0.3336,-0.3336,-0.3329
2026-05-04 01:30:33,1,79049.28,79108.01,0.0017147713426356273,0.8130917228220147,-0.3335,-0.3335,-0.3329
2026-05-04 01:34:20,-1,79041.69,79165.81,-0.009851552769177591,0.8032401700528371,-0.3335,-0.3335,-0.333
2026-05-04 01:40:47,1,79131.69,79188.0,0.0015579930113964247,0.8047981630642336,-0.3335,-0.3335,-0.333
2026-05-04 01:42:48,1,79184.49,79247.34,0.0019685802105937197,0.8067667432748273,-0.3335,-0.3335,-0.333
2026-05-04 01:47:07,-1,79292.0,79342.01,-0.005153533773898676,0.8016132095009286,-0.3335,-0.3335,-0.3331
2026-05-04 01:48:31,-1,79317.88,79353.83,-0.004266197734987187,0.7973470117659415,-0.3335,-0.3335,-0.3331
2026-05-04 01:53:51,1,79190.01,79206.63,-0.0009506252114370301,0.7963963865545044,-0.3334,-0.3334,-0.3331
2026-05-04 01:58:38,1,79195.0,79170.0,-0.003578382473641013,0.7928180040808633,-0.3334,-0.3334,-0.3331
2026-05-04 02:03:59,-1,79218.61,79286.49,-0.0062843468220412264,0.7865336572588221,-0.3334,-0.3334,-0.3332
2026-05-04 02:09:12,1,79182.57,79157.17,-0.003603888330475301,0.7829297689283468,-0.3334,-0.3334,-0.3332
2026-05-04 02:11:09,1,79130.56,79116.95,-0.00285997116663907,0.7800697977617077,-0.3334,-0.3334,-0.3332
2026-05-04 02:15:32,1,79067.46,79034.17,-0.004105164374826772,0.7759646333868809,-0.3334,-0.3334,-0.3332
2026-05-04 02:28:39,1,78658.0,78655.03,-0.002188791985557805,0.7737758414013232,-0.3334,-0.3334,-0.3332
2026-05-04 02:30:17,1,78656.45,78633.19,-0.003478581858194386,0.7702972595431288,-0.3334,-0.3334,-0.3332
2026-05-04 02:31:40,1,78633.22,78695.01,0.0019290009998314704,0.7722262605429603,-0.3334,-0.3334,-0.3332
2026-05-04 02:34:43,1,78680.75,78615.29,-0.006159848501698726,0.7660664120412616,-0.3334,-0.3334,-0.3332
2026-05-04 02:42:31,1,78637.1,78613.66,-0.0034903906680181698,0.7625760213732434,-0.3334,-0.3334,-0.3333
2026-05-04 02:46:27,1,78552.05,78561.64,-0.001389576720149474,0.7611864446530939,-0.3334,-0.3334,-0.3333
2026-05-04 02:48:27,1,78586.87,78579.01,-0.002500083538127971,0.758686361114966,-0.3334,-0.3334,-0.3333
2026-05-04 02:51:04,1,78579.0,78526.91,-0.005314498784662346,0.7533718623303036,-0.3334,-0.3334,-0.3333
2026-05-04 02:54:08,1,78563.63,78584.99,-0.0006405923453383848,0.7527312699849652,-0.3334,-0.3334,-0.3333
2026-05-04 02:55:30,1,78582.63,78584.05,-0.0019096492443687458,0.7508216207405964,-0.3334,-0.3334,-0.3333
2026-05-04 02:59:03,1,78552.37,78560.0,-0.0015143367412081485,0.7493072839993883,-0.3334,-0.3334,-0.3333
2026-05-04 03:01:03,-1,78568.58,78471.15,0.004200315698718721,0.753507599698107,-0.3334,-0.3334,-0.3333
2026-05-04 03:05:22,-1,78482.52,78511.28,-0.0038322551314607864,0.7496753445666462,-0.3334,-0.3334,-0.3333
2026-05-04 03:12:50,1,78485.33,78442.35,-0.004738091309547652,0.7449372532570986,-0.3333,-0.3333,-0.3333
2026-05-04 03:13:54,1,78485.18,78449.92,-0.0042462839481284724,0.7406909693089702,-0.3333,-0.3333,-0.3333
2026-05-04 03:15:00,1,78477.4,78511.67,0.00018343115342787063,0.740874400462398,-0.3333,-0.3333,-0.3333
2026-05-04 03:29:32,1,78398.93,78398.15,-0.0020497455768847123,0.7388246548855133,-0.3333,-0.3333,-0.3333
2026-05-04 03:30:33,1,78398.15,78337.19,-0.005887846843324228,0.7329368080421891,-0.3333,-0.3333,-0.3333
2026-05-04 03:32:04,1,78358.08,78414.23,0.0015829106583516452,0.7345197187005408,-0.3333,-0.3333,-0.3333
2026-05-04 03:34:39,1,78414.79,78429.67,-0.0010511993974603097,0.7334685193030804,-0.3333,-0.3333,-0.3333
2026-05-04 03:40:17,1,78341.86,78358.8,-0.0009188410895527418,0.7325496782135277,-0.3333,-0.3333,-0.3333
2026-05-04 03:42:30,1,78362.57,78375.81,-0.0011552089218110964,0.7313944692917166,-0.3333,-0.3333,-0.3333
2026-05-04 03:43:55,1,78375.82,78385.3,-0.0013952216385107088,0.7299992476532059,-0.3333,-0.3333,-0.3333
2026-05-04 03:53:35,1,78408.48,78409.47,-0.001936869073344794,0.7280623785798611,-0.3333,-0.3333,-0.3333
2026-05-04 03:55:26,1,78425.6,78444.06,-0.0008230883793052366,0.7272392902005559,-0.3333,-0.3333,-0.3333
2026-05-04 04:00:07,1,78555.01,78551.01,-0.0022545986564065108,0.7249846915441494,-0.3333,-0.3333,-0.3333
2026-05-04 04:05:06,1,78449.42,78423.38,-0.003659668102070965,0.7213250234420784,-0.3333,-0.3333,-0.3333
2026-05-04 04:10:17,1,78470.45,78445.6,-0.0035833985914437393,0.7177416248506346,-0.3333,-0.3333,-0.3333
2026-05-04 04:12:17,1,78420.01,78434.58,-0.0010710279174915315,0.7166705969331431,-0.3333,-0.3333,-0.3333
2026-05-04 04:13:58,1,78421.76,78461.62,0.0005413864723260854,0.7172119834054691,-0.3333,-0.3333,-0.3333
2026-05-04 04:22:26,1,78420.79,78466.6,0.0009207815937592716,0.7181327649992284,-0.3333,-0.3333,-0.3333
2026-05-04 04:25:42,1,78435.01,78438.18,-0.0017979218718784983,0.7163348431273499,-0.3333,-0.3333,-0.3333
2026-05-04 04:30:06,1,78561.01,78597.84,0.0003440380921784069,0.7166788812195283,-0.3333,-0.3333,-0.3333
2026-05-04 04:36:02,1,78962.73,78930.97,-0.0040110753516244164,0.7126678058679039,-0.3333,-0.3333,-0.3333
2026-05-04 04:38:47,1,78814.67,78880.57,0.002180693771858001,0.7148484996397619,-0.3333,-0.3333,-0.3333
2026-05-04 04:44:13,-1,78798.6,78826.69,-0.0037823920729553894,0.7110661075668065,-0.3333,-0.3333,-0.3333
2026-05-04 04:45:43,1,78826.7,78870.74,0.0007934697253600717,0.7118595772921666,-0.3333,-0.3333,-0.3333
2026-05-04 04:53:12,-1,79180.21,79199.99,-0.0032490494783986323,0.708610527813768,-0.3333,-0.3333,-0.3333
2026-05-04 05:01:33,1,79932.68,79651.6,-0.01958229550166385,0.6890282323121042,-0.3333,-0.3333,-0.3333
2026-05-04 05:05:24,1,79699.96,79820.86,0.005584696403862321,0.6946129287159665,-0.3333,-0.3333,-0.3333
2026-05-04 05:07:06,-1,79749.04,79803.37,-0.005406310596340831,0.6892066181196257,-0.3333,-0.3333,-0.3333
2026-05-04 05:09:08,-1,79786.9,79844.0,-0.0055782816477395305,0.6836283364718861,-0.3333,-0.3333,-0.3333
2026-05-04 05:12:50,1,79911.83,79922.0,-0.001363673688864449,0.6822646627830217,-0.3333,-0.3333,-0.3333
2026-05-04 05:13:50,1,79922.0,79930.53,-0.0014663546958285055,0.6807983080871932,-0.3333,-0.3333,-0.3333
2026-05-04 05:15:52,1,79932.7,79927.54,-0.002322771531551136,0.6784755365556421,-0.3333,-0.3333,-0.3333
2026-05-04 05:25:39,-1,79734.86,79684.68,0.0011466788804801041,0.6796222154361222,-0.3333,-0.3333,-0.3333
2026-05-04 05:32:22,-1,79787.91,79767.99,-0.0007516905756775522,0.6788705248604446,-0.3333,-0.3333,-0.3333
2026-05-04 05:36:10,1,79758.2,79783.83,-0.0003932686545079591,0.6784772562059367,-0.3333,-0.3333,-0.3333
2026-05-04 05:37:54,-1,79870.82,79894.6,-0.003488653803729499,0.6749886024022071,-0.3333,-0.3333,-0.3333
2026-05-04 05:39:20,1,79912.05,79942.16,-0.0001160538366866712,0.6748725485655205,-0.3333,-0.3333,-0.3333
2026-05-04 05:45:55,-1,80156.77,80104.54,0.0012579905602490265,0.6761305391257695,-0.3333,-0.3333,-0.3333
2026-05-04 06:05:42,1,80144.1,80183.99,0.0004886423329976512,1.0004886423329977,0.3298,0.3298,0.3403
2026-05-04 06:12:31,1,80301.21,80398.9,0.004082722788360709,1.0045713651213584,0.3297,0.3297,0.3407
2026-05-04 06:20:36,1,80245.9,80244.07,-0.002114024517139642,1.0024573406042188,0.3295,0.3295,0.341
2026-05-04 06:21:36,1,80244.07,80213.1,-0.003929737611763783,0.998527602992455,0.3293,0.3293,0.3414
2026-05-04 06:25:18,-1,80152.83,80154.01,-0.002073609378483144,0.9964539936139719,0.3291,0.3291,0.3418
2026-05-04 06:27:25,1,80116.82,80072.48,-0.0047672091827915195,0.9916867844311804,0.3289,0.3289,0.3422
2026-05-04 06:41:35,-1,80006.63,79950.0,0.0015390816986045187,0.9932258661297849,0.3287,0.3287,0.3426
2026-05-04 07:05:37,1,80450.54,80426.53,-0.0034922211833503395,0.9897336449464346,0.3284,0.3284,0.3431
2026-05-04 07:27:54,-1,80290.73,80293.35,-0.0021631570668251424,0.9875704878796094,0.3282,0.3282,0.3436
2026-05-04 07:35:52,1,80390.24,80398.73,-0.0014719508238816873,0.9860985370557277,0.3279,0.3279,0.3441
2026-05-04 07:41:08,1,80305.52,80326.36,-0.0007024553231212184,0.9853960817326065,0.3277,0.3277,0.3447
2026-05-04 07:51:07,1,80313.55,80341.5,-0.0002599449283466435,0.9851361368042598,0.3274,0.3274,0.3453
2026-05-04 08:09:21,1,80284.62,80220.05,-0.006021318155332394,0.9791148186489275,0.327,0.327,0.3459
2026-05-04 08:16:47,-1,80131.87,80070.09,0.0018548956863229846,0.9809697143352505,0.3267,0.3267,0.3465
2026-05-04 08:20:40,1,80108.58,80038.97,-0.006344728117762204,0.9746249862174883,0.3264,0.3264,0.3472
2026-05-04 08:23:26,-1,80051.09,80058.62,-0.002470324638927392,0.9721546615785609,0.326,0.326,0.348
2026-05-04 08:24:57,-1,80058.62,80048.01,-0.0013373605490576417,0.9708173010295033,0.3256,0.3256,0.3487
2026-05-04 08:26:26,-1,80048.02,80030.17,-0.0008850442521872609,0.969932256777316,0.3252,0.3252,0.3496
